OBJECTID,ACCIDENTNUM,ACCIDENTDATE,LOCATION,ACCIDENT_LOCATION,IMPACT_LOCATION,ENVIRONMENT_CONDITION,LIGHT,COLLISION_TYPE,TRAFFICCOLLISIONSID
1444,06-130347,20061007,LANCASTER ST W @ LOUISA ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1445,05-015274,20050210,HIGHLAND RD W @ GLASGOW ST,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1446,05-117717,20050915,VICTORIA ST S @ ARTHUR PL,04-At/near private drive,01-Within intersection,01-Clear,07-Dark,INTERSECTION,
1447,05-016617,20050214,PROSPECT AVE @ EULER AVE,03-At intersection,02-Thru lane,04-Freezing Rain,01-Daylight,INTERSECTION,
1448,05-056639,20050426,COURTLAND AVE E @ BALZER RD,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1449,05-060134,20050524,WESTMEADOW DR @ WESTFOREST TRAIL,04-At/near private drive,,01-Clear,05-Dusk,INTERSECTION,
1450,05-158150,20051204,BUSH CLOVER CRES @ HACKBERRY ST,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1451,05-158223,20051204,KINGSWOOD DR @ ROBERTS CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1452,06-107504,20060821,EPHRAIM ST @ ETHEL ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1453,06-006079,20060529,BELL LANE @ FRANCIS ST N,03-At intersection,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1454,06-091126,20060718,CLIFFORD RD @ JACKSON AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1455,06-104066,20060802,LOUISA ST @ WATERLOO ST,02-Intersection related,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",INTERSECTION,
1456,06-078489,20060623,HOFSTETTER AVE @ KING ST E,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,INTERSECTION,
1457,06-166749,20061229,HEARTHBRIDGE ST @ HEARTHWOOD DR,03-At intersection,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",INTERSECTION,
1458,06-045853,20060416,TUERR DR @ THE COUNTRY WAY,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1459,06-158104,20061208,DEERFIELD AVE @ BURBANK RD,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1460,06-088453,20060713,BECHTEL DR @ ANVIL ST,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1461,06-047359,20060419,BROOKSIDE CRES @ RAMBLEWOOD WAY,99-Other,12-Off highway,01-Clear,"08-Dark, artificial",INTERSECTION,
1462,06-047256,20060419,LIMERICK DR @ HELEN AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1463,06-115685,20060906,ONTARIO ST S @ CHARLES ST W,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1464,06-015160,20060205,LAURENTIAN DR @ SHEA CRES,01-Non intersection,02-Thru lane,03-Snow,"06-Dusk, artificial",INTERSECTION,
1465,06-133321,20061014,MELROSE AVE @ GRIFFIN AVE,01-Non intersection,02-Thru lane,02-Rain,07-Dark,INTERSECTION,
1466,06-066588,20060530,DUNHAM AVE @ VICTORIA ST N,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1467,06-126935,20060930,COUNTRYSIDE CRES @ KESSELRING DR,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,INTERSECTION,
1468,06-042218,20060408,COUNTRY HILL DR @ COACH HILL DR,03-At intersection,01-Within intersection,01-Clear,"08-Dark, artificial",INTERSECTION,
1469,06-098834,20060803,TILLSLEY DR @ WESTMOUNT RD E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,INTERSECTION,
1470,06-156457,20061204,CYPRUS DR @ RIPPLEWOOD CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1471,06-108180,20060822,ARROWHEAD CRES @ GREEN VALLEY DR,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1472,06-023618,20060226,MOORE AVE @ DELISLE AVE,03-At intersection,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",INTERSECTION,
1473,06-026842,20060305,ELM RIDGE DR @ RAMBLEWOOD WAY,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1474,06-049253,20060423,RITTENHOUSE RD @ GOUNDRY CRES,01-Non intersection,09-Right shoulder,02-Rain,"08-Dark, artificial",INTERSECTION,
1475,06-076497,20060619,WAGON ST @ BADEN CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1476,06-076481,20060618,MANOR DR @ MORRISON RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1477,06-153912,20061129,MAXWELL DR @ OLD HURON RD,01-Non intersection,10-Not on roadway - left side,02-Rain,01-Daylight,INTERSECTION,
1478,06-079487,20060624,MITIERRA DR @ WILFONG DR,04-At/near private drive,02-Thru lane,01-Clear,,INTERSECTION,
1479,06-158935,20061216,FRANKLIN ST N @ DREGER AVE,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1480,06-158385,20060101,VICTORIA ST N @ SMETANA DR,04-At/near private drive,09-Right shoulder,01-Clear,"08-Dark, artificial",INTERSECTION,
1481,06-066305,20060529,PINE VALLEY DR @ RIDGEMERE CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1482,06-159707,20061205,OLDFIELD DR @ EDENBRIDGE DR,01-Non intersection,11-Not on roadway - right side,03-Snow,01-Daylight,INTERSECTION,
1483,06-025344,20060302,MORGAN AVE @ BERWICK PL,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1484,06-029892,20060312,AHRENS ST W @ GUELPH ST,03-At intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1485,06-059547,20060515,CHARLES ST E @ BENTON ST,10-Parking lot,12-Off highway,01-Clear,01-Daylight,INTERSECTION,
1486,06-059966,20060516,LANDGREN CRT @ COUNTRY CLAIR ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1487,06-075703,20060617,SANDSPRINGS CRES @ DEVONGLEN DR,01-Non intersection,02-Thru lane,01-Clear,"06-Dusk, artificial",INTERSECTION,
1488,06-042085,20060408,KIPLING AVE @ HIGHPARK AVE,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,INTERSECTION,
1489,06-095425,20060727,CASEY DR @ MCGIBBON CRT,03-At intersection,01-Within intersection,01-Clear,"08-Dark, artificial",INTERSECTION,
1490,06-024858,20060301,WATER ST N @ FRANCIS ST N,04-At/near private drive,03-Left turn lane,01-Clear,01-Daylight,INTERSECTION,
1491,06-138419,20061025,DOON VILLAGE RD @ WILFONG DR,01-Non intersection,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1492,05-165692,20051221,STIRLING AVE N @ SIMEON ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1493,05-014944,20050209,CALMCREST DR @ BLACKHORNE DR,01-Non intersection,02-Thru lane,03-Snow,"08-Dark, artificial",INTERSECTION,
1494,05-017264,20050214,WILLIAMSBURG RD @ WILKINS DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1495,06-012125,20060129,DELTA ST @ PRESTON ST / FLORAL CRES,03-At intersection,09-Right shoulder,01-Clear,05-Dusk,INTERSECTION,
1496,05-143537,20051105,DUMFRIES AVE @ EDNA ST,02-Intersection related,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1497,05-160553,20051209,HIGHLAND CRES @ HIGHLAND RD W,01-Non intersection,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1498,06-004177,20060106,GOLDEN MEADOW DR @ GOLDEN MEADOW CRES,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1499,06-142341,20061103,BIRCHCLIFF AVE @ UPLANDS DR,03-At intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1500,06-007085,20060117,MATTHEW ST @ ROTHSAY AVE,03-At intersection,02-Thru lane,04-Freezing Rain,01-Daylight,INTERSECTION,
1501,06-073434,20060613,UNION BLVD @ SEVERN AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1502,06-160424,20061214,BURGETZ AVE @ KINZIE AVE,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1503,06-023366,20060225,OWL RIDGE ST @ HAWKSWOOD DR,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1504,06-007144,20060117,VICTORIA ST N @ ELLEN ST W,04-At/near private drive,02-Thru lane,04-Freezing Rain,01-Daylight,INTERSECTION,
1505,05-085982,20050715,FARRIER DR @ FARRIER PL,01-Non intersection,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1506,05-157452,20051202,INVERNESS DR @ HUNTLEY CRES,01-Non intersection,10-Not on roadway - left side,03-Snow,07-Dark,INTERSECTION,
1507,05-020979,20050225,LYNNVALLEY CRES @ TRELAWNEY ST,01-Non intersection,02-Thru lane,03-Snow,05-Dusk,INTERSECTION,
1508,05-004122,20050112,MARGARET AVE @ MAYNARD AVE,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,INTERSECTION,
1509,05-124747,20050928,RUSH MEADOW ST @ RUSH MEADOW CRES,04-At/near private drive,02-Thru lane,01-Clear,05-Dusk,INTERSECTION,
1510,05-046845,20050424,WESTWOOD DR @ INADALE CRT,01-Non intersection,02-Thru lane,02-Rain,"08-Dark, artificial",INTERSECTION,
1511,05-016628,20050214,OTTAWA ST S @ ACACIA ST,01-Non intersection,02-Thru lane,04-Freezing Rain,01-Daylight,INTERSECTION,
1512,05-017847,20050217,ARCHER PL @ LYNDHURST DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1513,05-025853,20050309,BRUBACHER ST @ SAMUEL ST,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1514,05-089444,20050721,TAMVALE CRES @ ERINBROOK DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1515,05-169111,20051229,WABANAKI DR @ GOODRICH DR / HIDDEN VALLEY RD,02-Intersection related,11-Not on roadway - right side,,"08-Dark, artificial",INTERSECTION,
1516,05-087980,20050718,COPPER LEAF ST @ WISTERIA CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1517,05-125141,20050929,MAITLAND ST @ MADELEINE ST,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,INTERSECTION,
1518,05-083986,20050711,HICKORY HEIGHTS CRES @ ELM RIDGE DR,04-At/near private drive,12-Off highway,01-Clear,07-Dark,INTERSECTION,
1519,05-092709,20050708,MANITOU DR @ WEBSTER RD,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1520,05-083564,20050710,HICKSON DR @ CROSBY DR,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",INTERSECTION,
1521,05-016645,20050214,MARKWOOD DR @ ROSSFORD CRES,03-At intersection,01-Within intersection,04-Freezing Rain,01-Daylight,INTERSECTION,
1522,05-050916,20050505,BELMONT AVE W @ EDGEWOOD DR,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1523,05-026489,20050311,BRUDER AVE @ BENTON ST,02-Intersection related,12-Off highway,03-Snow,07-Dark,INTERSECTION,
1524,05-069525,20050612,WINDY RIDGE PL @ WINDY RIDGE DR,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,INTERSECTION,
1525,05-167512,20051225,TUERR DR @ COUNTRYSIDE CRES,02-Intersection related,10-Not on roadway - left side,04-Freezing Rain,,INTERSECTION,
1526,05-030995,20050223,BLACKHORNE DR @ LAURENTIAN DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1527,05-004775,20050113,OTTERBEIN RD @ STANMORE AVE,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,INTERSECTION,
1528,05-139682,20051029,AHRENS ST W @ VICTORIA ST N,04-At/near private drive,11-Not on roadway - right side,01-Clear,03-Dawn,INTERSECTION,
1529,05-141537,20051101,HOLBORN DR @ HOLBORN CRT,02-Intersection related,02-Thru lane,02-Rain,"08-Dark, artificial",INTERSECTION,
1530,05-116503,20050912,HAWKSWOOD DR @ WOOLWICH ST,04-At/near private drive,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1531,13-245774,20131021,HOMER WATSON BLVD @ HOMER WATSON BLVD,03-At intersection,01-Within intersection,02-Rain,07-Dark,INTERSECTION,
1532,13-234802,20131005,RITTENHOUSE RD @ JULIA CRES,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1533,13-240620,20131015,LANCASTER ST E @ CLARENCE PL,02-Intersection related,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1534,13-224807,20130924,AVALON PL @ STIRLING AVE S,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1535,13-255577,20131101,HURON RD @ HURON RD,02-Intersection related,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1536,05-067376,20050608,WINDFLOWER DR @ WAKE ROBIN DR,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1537,05-025970,20050309,BLUCHER ST @ AHRENS ST W,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1538,05-053828,20050511,CLAREMONT AVE @ BELMONT LANE W,02-Intersection related,10-Not on roadway - left side,01-Clear,01-Daylight,INTERSECTION,
1539,05-078446,20050629,ROSS AVE @ WILFRED AVE,03-At intersection,01-Within intersection,01-Clear,"06-Dusk, artificial",INTERSECTION,
1540,05-155773,20051124,WESTMOUNT RD E @ BLOCK LINE RD,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,INTERSECTION,
1541,05-140920,20050112,SECORD AVE @ CROSBY DR,02-Intersection related,11-Not on roadway - right side,04-Freezing Rain,01-Daylight,INTERSECTION,
1542,05-028551,20050314,RIDGEWOOD AVE @ FAIRFIELD AVE,01-Non intersection,09-Right shoulder,01-Clear,"08-Dark, artificial",INTERSECTION,
1543,05-007527,20050121,WINDFLOWER DR @ WINDFLOWER CRES,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1544,05-012006,20050202,BURGETZ AVE @ THALER AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1545,05-014828,20050209,MONTE CARLO ST @ CATALINA CRT,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,INTERSECTION,
1546,05-014865,20050208,SUTHERLAND WALK @ ROBERTSON CRES,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1547,05-016597,20050214,WATERLOO ST @ PELTZ AVE,01-Non intersection,02-Thru lane,04-Freezing Rain,01-Daylight,INTERSECTION,
1548,05-002818,20050316,HIGHLAND RD W @ GARDEN AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1549,05-156976,20051201,LANCASTER ST W @ HILLVIEW ST,04-At/near private drive,02-Thru lane,03-Snow,,INTERSECTION,
1550,05-135152,20051019,MUNROE ST @ GREENFIELD AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1551,05-094992,20050801,CARSON DR @ LICHTY CRES,03-At intersection,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1552,05-059558,20050523,HAROLD AVE @ JEAN AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1553,05-073588,20050620,FORESTWOOD DR @ MEADOWBROOK DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1554,05-152868,20051120,HAWKSWOOD DR @ REDTAIL ST,01-Non intersection,09-Right shoulder,01-Clear,"08-Dark, artificial",INTERSECTION,
1555,05-027631,20050313,PLYMOUTH RD @ CORNELL AVE,03-At intersection,01-Within intersection,01-Clear,07-Dark,INTERSECTION,
1556,05-027587,20050313,BREMBEL ST @ BREMBEL CRT,02-Intersection related,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1557,05-107312,20050826,KELLY DR @ FURNESS DR,04-At/near private drive,11-Not on roadway - right side,01-Clear,,INTERSECTION,
1558,05-150350,20051117,SHIRLEY DR @ VICTORIA ST N,01-Non intersection,02-Thru lane,03-Snow,07-Dark,INTERSECTION,
1559,05-150698,20051117,FERGUS AVE @ RUTHERFORD DR,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,INTERSECTION,
1560,05-016865,20050214,PINE VALLEY DR @ KNOX CRT,01-Non intersection,02-Thru lane,04-Freezing Rain,01-Daylight,INTERSECTION,
1561,05-037431,20050401,PANDORA AVE N @ DUKE ST E,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1562,05-095760,20050802,MARLBOROUGH AVE @ ROXBOROUGH AVE,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1563,05-126677,20051002,BRIERDALE DR @ WENDY CRES,01-Non intersection,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1564,05-167933,20051226,CRAY CRES @ ARCHER PL,03-At intersection,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",INTERSECTION,
1565,05-048955,20050430,SHELDON AVE N @ ROSEDALE AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1566,05-086787,20050716,FISCHER HALLMAN RD @ GREENBROOK DR,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,INTERSECTION,
1567,05-032033,20050323,WARWICK CRT @ ERINBROOK DR,03-At intersection,12-Off highway,01-Clear,01-Daylight,INTERSECTION,
1568,05-031314,20050322,GREENGABLE WAY @ WESTFOREST TRAIL,02-Intersection related,12-Off highway,01-Clear,01-Daylight,INTERSECTION,
1569,05-148112,20051114,ROYAL ORCHARD DR @ DRIFTWOOD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1570,05-165983,20051222,YELLOW BIRCH DR @ CEDAR CREST ST,01-Non intersection,12-Off highway,01-Clear,01-Daylight,INTERSECTION,
1571,05-150612,20051118,ERINBROOK DR @ HEDGESTONE CRES / MARLIS CRES,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1572,05-157052,20051202,FAIRBANK PL @ RITTENHOUSE RD / YARWOOD PL,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,INTERSECTION,
1573,13-196598,20130824,DEVON ST @ HENRY ST,02-Intersection related,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1574,16-003490,20160106,WALTER ST @ WELLINGTON ST S,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1575,15-236490,20151103,STRASBURG RD @ HURON RD,03-At intersection,01-Within intersection,01-Clear,"02-Daylight, artificial",INTERSECTION,
1576,15-241497,20151110,CARTIER DR @ KIMBERLY CRES,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1577,14-104442,20140513,WOOLNER TRAIL @ UPPER MERCER ST,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1578,14-076029,20140407,EAGEN DR @ BONNYLYN DR,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1579,14-119092,20140530,EDEN OAK TRAIL @ OLD ZELLER DR,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1580,14-048635,20140305,EDGEHILL DR @ MARQUETTE DR,02-Intersection related,02-Thru lane,01-Clear,"08-Dark, artificial",INTERSECTION,
1581,14-070646,20140402,OTTAWA ST S @ BEDFORD RD,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1582,15-105439,20150517,VICTORIA ST N @ ST LEGER ST,02-Intersection related,02-Thru lane,01-Clear,07-Dark,INTERSECTION,
1583,15-184279,20150829,APPLE RIDGE DR @ FOREST CREEK DR,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1584,13-297070,20131227,KING ST E @ GATEWAY PARK DR / LIMERICK DR,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1585,17-286849,20171218,HURON RD @ HURON RD,03-At intersection,01-Within intersection,01-Clear,"08-Dark, artificial",INTERSECTION,
1586,17-253502,20171108,DOON VALLEY DR @ DURHAM ST,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1587,17-241133,20171024,EAGEN DR @ OVERLEA DR,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1588,17-208455,20170916,BARCLAY AVE @ QUEENS BLVD,02-Intersection related,12-Off highway,01-Clear,07-Dark,INTERSECTION,
1589,17-257691,20171113,RESURRECTION DR @ NORTHMANOR CRES,02-Intersection related,11-Not on roadway - right side,01-Clear,01-Daylight,INTERSECTION,
1590,17-262919,20171119,MAX BECKER DR @ MAX BECKER DR,03-At intersection,01-Within intersection,02-Rain,07-Dark,INTERSECTION,
1591,18-009866,20180113,DOOLEY DR @ MIDLAND DR,02-Intersection related,99-Other,01-Clear,01-Daylight,INTERSECTION,
1592,18-019381,20180124,CORFIELD DR @ APPLE TREE CRT,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1593,15-230994,20151028,OLD CHICOPEE DR @ ROEHAMPTON CRT,02-Intersection related,11-Not on roadway - right side,02-Rain,03-Dawn,INTERSECTION,
1594,13-288856,20131215,KING ST E @ PRESTON ST,02-Intersection related,09-Right shoulder,03-Snow,01-Daylight,INTERSECTION,
1595,14-019553,20140126,RADCLIFFE DR @ BRIARGATE DR,02-Intersection related,02-Thru lane,03-Snow,01-Daylight,INTERSECTION,
1596,14-000470,20140101,BLACKWELL DR @ MONTEAGLE CRES,02-Intersection related,11-Not on roadway - right side,05-Drifting Snow,05-Dusk,INTERSECTION,
1597,14-000947,20140102,CHARLES ST E @ MADISON AVE S,02-Intersection related,02-Thru lane,03-Snow,01-Daylight,INTERSECTION,
1598,14-012612,20140116,MAX BECKER DR @ MAX BECKER DR,02-Intersection related,02-Thru lane,03-Snow,"08-Dark, artificial",INTERSECTION,
1599,13-296715,20131226,FOREST HILL DR @ UPLANDS DR,03-At intersection,09-Right shoulder,03-Snow,07-Dark,INTERSECTION,
1600,15-181161,20150825,WELLINGTON ST N @ WELLINGTON ST N,03-At intersection,01-Within intersection,01-Clear,01-Daylight,INTERSECTION,
1601,15-100317,20150513,HOMER WATSON BLVD @ HOMER WATSON BLVD,02-Intersection related,05-Right turn channel,01-Clear,"08-Dark, artificial",INTERSECTION,
1602,17-255216,20171110,MILLWOOD CRES @ CLUTHE CRES,03-At intersection,02-Thru lane,03-Snow,03-Dawn,INTERSECTION,
1603,16-019729,20160128,COURTLAND AVE E @ STIRLING AVE S,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1604,16-041609,20160226,APPLE RIDGE DR @ OAKDALE CRT,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,INTERSECTION,
1605,15-272153,20151221,HURON RD @ HURON RD,03-At intersection,01-Within intersection,02-Rain,"06-Dusk, artificial",INTERSECTION,
1606,16-058643,20160319,ROBERT FERRIE DR @ REYNOLDS CRT,03-At intersection,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",INTERSECTION,
